,Product name,Description,Price,Rating,Overview,Category,Reviews,Favorites,Url,Images,Color 1,Color 2,Autoclass
1135,"Joan Rivers Pendant, Reversible Pendant, Black Gold Heart, Joan Rivers Jewelry, Vintage Joan Rivers, Gifts for Her, Costume Jewelry","
            Vintage Joan Rivers reversible black and gold heart pendant. Shown here on the gold town slide necklace, a classic Joan Rivers costume jewelry piece. 
***This listing is for the pendant only. The slide is for display only.
Measurements:  1.25 ' ( 3 cm) long
Please see the photos for description and contact me with any questions.
For more vintage jewelry visit 
Https://RibbonsandGlass.etsy.com
To see Vintage Brooches click here:  
https://www.etsy.com/treasury/MTA0NzA4NzJ8Mjg2NDgzOTIyNQ/vintage-brooch?index=0&ref=pr_treasury_more&atr_uid=
        ",18.00,4.9178,"Vintage item
Primary color: Black
Secondary color: Gold
Holiday: Mother's Day
Occasion: Birthday
Material:  Joan Rivers Gold and Black Reversible Heart
Ships worldwide from  United States
Feedback:  179 reviews
Favorited by:  77 people",Jewelry Necklaces Pendants vintage joan rivers,179.0,77.0,https://www.etsy.com/listing/293230065/joan-rivers-pendant-reversible-pendant,"https://img1.etsystatic.com/122/1/7311825/il_fullxfull.1019273963_6xjb.jpg,https://img1.etsystatic.com/101/1/7311825/il_fullxfull.1019274081_r70l.jpg,https://img1.etsystatic.com/108/0/7311825/il_fullxfull.1019273615_yiuy.jpg,https://img1.etsystatic.com/113/0/7311825/il_fullxfull.1019273625_5t5e.jpg",,,214
1563,Bicycle Lamp - Bicycle Light - Dynamo Bicycle Lamp - Moped Lamp - Bike Headlight - Retro Bike - Vintage Soviet Bicycle Lamp - Nar Mag,"
            Vintage dynamo powered bicycle lamp made in the USSR (marked: Сделано в СССР). The plastic lamp has a bulb and reflector. Very well preserved, in good vintage condition!
Measurements: 4.3 х 2.4 х 3 in / 11 х 6 х 7.5 cm
Would also make a really nice Soviet industrial style decor! :)
We ship on the next business day via Priority Registered air mail with tracking number available!
If you have any questions, please do not hesitate to contact us! 
Thank you for visiting NarMag!
More industrial decor findings: 
https://www.etsy.com/shop/NarMag?section_id=18875622
Back to shop: 
https://www.etsy.com/shop/NarMag
К3        ",14.00,4.9098,"Vintage item from the 1970s
Occasion: Birthday
Materials:  Plastic, Glass
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  51 people",Toys & Games Sports & Outdoor Recreation Bikes & Cycling Bike Parts,157.0,51.0,https://www.etsy.com/listing/471427551/bicycle-lamp-bicycle-light-dynamo,"https://img0.etsystatic.com/105/1/11516087/il_fullxfull.1023288728_ftx1.jpg,https://img0.etsystatic.com/124/1/11516087/il_fullxfull.1023288846_bl0f.jpg,https://img0.etsystatic.com/116/0/11516087/il_fullxfull.1023289390_341f.jpg,https://img0.etsystatic.com/106/0/11516087/il_fullxfull.1023289530_263s.jpg,https://img0.etsystatic.com/111/0/11516087/il_fullxfull.1023289780_8756.jpg",,,214
1762,Small Retro Alarm Clock - Red Russian Clock - USSR Vintage Clock - Wind Up Alarm Clock - Soviet Clock Slava - Soviet Desk Clock,"
            Vintage mechanical alarm clock ""Slava"" in perfect working condition. Classic retro style Soviet clock that would make a lovely decor!
- Red metal case, colourful dial and Arabic numerals.
- 11 jewels
- Made in USSR
Very good vintage condition!
Measurements: 2.6 in/6.5 cm - diameter, 3.1 in/8 cm - height
Complete your order with other items from our shop to take advantage of a combined shipping and save on the shipping costs.
This small USSR clock will be sent with Priority mail and Tracking number! Next business day shipping!
If you have any questions, please do not hesitate to contact us! 
For more vintage clocks please visit this section: 
https://www.etsy.com/shop/NarMag?section_id=19468622
Back to our shop: 
https://www.etsy.com/shop/NarMag
Thank you for visiting NarMag!
K19        ",30.00,4.9098,"Vintage item from the 1970s
Primary color: Red
Holiday: Mother's Day
Occasion: Birthday
Material:  Metal
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  370 people",Home & Living Home Décor Clocks Small Alarm Clock,157.0,370.0,https://www.etsy.com/listing/449024564/small-retro-alarm-clock-red-russian,"https://img1.etsystatic.com/151/1/11516087/il_fullxfull.1200410021_9mzt.jpg,https://img1.etsystatic.com/166/0/11516087/il_fullxfull.1200409651_jadt.jpg,https://img1.etsystatic.com/155/1/11516087/il_fullxfull.1200411789_k3z6.jpg,https://img1.etsystatic.com/141/0/11516087/il_fullxfull.1200409681_igp0.jpg,https://img0.etsystatic.com/157/0/11516087/il_fullxfull.1153798192_6hzp.jpg",,,214
4338,Mens Briefcase - Vintage Briefcase - Large Briefcase Bag - Faux Leather Vegan Briefcase - School Bag - Travel Bag - Coach Briefcase,"
            Very cool large men's briefcase made in Bulgaria in 1989 (marked on the label inside). This vintage briefcase bag is in great non-used condition. It has just enough space for your daily essentials – two main internal compartments and two large front pockets. Would easily fit laptop, iPad/tablet, books, documents. 
The briefcase is marked with ""First Quality"" (marked on the label inside). During the communist era in Bulgaria (1946–1990) first quality products were less accessible to the most ordinary people in the state and were made primarily for the Bulgarian Communist Party elite.
This faux leather vegan friendly bag is perfect for everyday use or school. Great gift for him! 
Measurements: 16.1 х 13.8 in/41 х 35 cm (length and height)
Weights: 1.5k
This vintage briefcase bag will be sent with Priority mail and Tracking number! Next business day shipping!
Find other beautiful bags and backpacks here: 
https://www.etsy.com/shop/NarMag?section_id=17967322
Back to Shop: 
https://www.etsy.com/shop/NarMag
If you have any questions, feel free to contact us!
Thank you for visiting NarMag!
K21        ",52.00,4.9098,"Vintage item from the 1980s
Primary color: Black
Secondary color: Red
Holiday: Father's Day
Occasion: Back to school
Materials:  Faux Leather, Fabric, Metal
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  44 people",Bags & Purses Luggage & Travel Briefcases & Attaches Briefcases,157.0,44.0,https://www.etsy.com/listing/477683891/mens-briefcase-vintage-briefcase-large,"https://img1.etsystatic.com/172/2/11516087/il_fullxfull.1222258223_93jb.jpg,https://img0.etsystatic.com/142/0/11516087/il_fullxfull.1175040322_dw3r.jpg,https://img1.etsystatic.com/154/0/11516087/il_fullxfull.1222259147_iv3j.jpg,https://img1.etsystatic.com/169/0/11516087/il_fullxfull.1222258297_736e.jpg,https://img0.etsystatic.com/152/0/11516087/il_fullxfull.1175040342_mf6c.jpg",,,214
4553,Military Bag - Canvas Messenger Bag - Vintage Crossbody Bag - School Bag - 1980's Green Cotton Bag - Vintage Army Bag - Shoulder Bag,"
            This is a vintage (1980's) military canvas bag. It contains two large compartments and two inner pockets. Тhe bag is roomy enough to store all your daily essentials.
Perfect for every day! Great gift for any occasion!
Origin: Bulgaria
Date: 1980's
Condition: Never used, great vintage condition.
Measurements: 11 х 9.1 in/28 х 23 cm and the adjustable shoulder strap is 47"" (120 cm) on max length.
Weight is 450 g
This military bag will be sent with Priority mail and Tracking number!
Find more beautiful bags and backpacks here: 
https://www.etsy.com/shop/NarMag?section_id=17967322
Back to Shop: 
https://www.etsy.com/shop/NarMag
If you have any questions, please do not hesitate to contact us! 
Thank you for visiting NarMag!
AS        ",16.00,4.9098,"Vintage item from the 1980s
Primary color: Gray
Secondary color: Green
Holiday: Thanksgiving
Occasion: Birthday
Material:  Canvas
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  367 people",Bags & Purses Messenger Bags Vintage Military Bag Canvas Messenger Bag,157.0,367.0,https://www.etsy.com/listing/250495080/military-bag-canvas-messenger-bag,"https://img1.etsystatic.com/176/2/11516087/il_fullxfull.1134760231_3k4j.jpg,https://img1.etsystatic.com/145/1/11516087/il_fullxfull.1134760489_hebj.jpg,https://img1.etsystatic.com/168/0/11516087/il_fullxfull.1134760295_q66r.jpg,https://img1.etsystatic.com/168/0/11516087/il_fullxfull.1134760375_4y5l.jpg,https://img0.etsystatic.com/160/1/11516087/il_fullxfull.1088171878_n4gi.jpg",,,214
4838,Tahini Tin Box - Metal Tin - Vintage Tin Box - Collectible Tin Made in Bulgaria - Tin Container - Tin Metal Box - Round Metal Box,"
            This is a rare collectible tahini tin box. The box is in vintage condition and shows some rust inside and outside (please see photos). 
Made in Bulgaria (text is in in Cyrillic).
Measurements: 5.3 x 1.8 in/13.5 x 4.5 cm (diameter and height)
Weights: 130 g
We will ship this rare tin the next business day via Priority registered air mail with tracking number available! 
► Discover other delightful vintage goodies:
""Collectibles/Curiosities"": 
https://www.etsy.com/shop/NarMag?section_id=17971311
""Vintage Home Decor"": 
https://www.etsy.com/shop/NarMag?section_id=17983370
""Keepsake Keepers"": 
https://www.etsy.com/shop/NarMag?section_id=21058473
Back to Shop: 
https://www.etsy.com/shop/NarMag
All questions are welcome!
Thank you for visiting NarMag!
KJ2        ",18.00,4.9098,"Vintage item from the 1970s
Primary color: Gold
Holiday: Mother's Day
Occasion: Birthday
Material:  Metal
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  77 people",Art & Collectibles Collectibles Advertisements Vintage Tin,157.0,77.0,https://www.etsy.com/listing/470220859/tahini-tin-box-metal-tin-vintage-tin-box,"https://img0.etsystatic.com/153/1/11516087/il_fullxfull.1183605784_69rd.jpg,https://img0.etsystatic.com/172/0/11516087/il_fullxfull.1183605582_16as.jpg,https://img0.etsystatic.com/177/0/11516087/il_fullxfull.1183605592_gis0.jpg,https://img1.etsystatic.com/180/0/11516087/il_fullxfull.1230821279_1041.jpg,https://img0.etsystatic.com/149/0/11516087/il_fullxfull.1183606496_oj5e.jpg",,,214
5399,"Buzzcocks, studded belt, punk band, studded leather belt, punk belt, rocker belt, black studded belt, stud belt, punk style, statement belt","
            English Punk Band Rocker Belt - Buzzcocks lest we forget Studded Belt - You Don't find them like this anymore - This band established in the late 70s - You can Change out the belt buckle but why would you? Such a sick look! 
MEASUREMENTS:
(all approximate not exact)
It says 42.5"" length stamped on belt 
Total length: 45""
Width 1.75""
Buckle 2.5""
Size 37.5"" first hole
42"" to last hole
Any and all Questions regarding measurements - Please feel free to ask! 
       For more Clothes & Accessories... click here... 
https://www.etsy.com/shop/BostonInventory?section_id=16039649&ref=shopsection_leftnav_4
CONDITION:
Fair to Good - shows some age wear - Has been used - What you see is what you get - Make sure to reference all pictures carefully.
   Please remember that vintage items are not new and may show natural signs of age and wear (aka character). Minor spots, marks, and fading are natural wear and are not flaws or a reason to say not as described - they are inherent to vintage or pre-owned items.
QUESTIONS:
If you have any specific questions, feel free to ask.
(FEEL FREE to ASK to see more photos if that helps you make your decision more clear - since I'm limited to just 5 pictures)
REFUNDS:
i don't currently accept refunds but i am not however NOT an unreasonable person so if you have any problem at all just let me know and ill be happy to work with you. Communication is KEY!
SHIPPING:
This item will be shipped through USPS - Tracking and Insurance will be included.        ",159.99,4.8378,"Vintage item
Only ships within  United States .
Feedback:  254 reviews
Favorited by:  77 people",Accessories Belts & Suspenders Belts Buzzcocks,254.0,77.0,https://www.etsy.com/listing/254754807/buzzcocks-studded-belt-punk-band-studded,"https://img1.etsystatic.com/102/0/9685328/il_fullxfull.862530163_7bqd.jpg,https://img1.etsystatic.com/105/0/9685328/il_fullxfull.862530169_guix.jpg,https://img1.etsystatic.com/103/0/9685328/il_fullxfull.862530165_fxvx.jpg,https://img0.etsystatic.com/131/0/9685328/il_fullxfull.862765820_8jy1.jpg,https://img0.etsystatic.com/132/0/9685328/il_fullxfull.862765822_2qhw.jpg",,,214
5635,Black Fedora Trilby Hat - Vintage Fedora Hat - Womens Fedora Hat - Mens Fedora Hat - Unisex Fedora Hat - Hipsters Fedora Hat - Nar Mag,"
            Vintage black fedora hat made by ""Lebed"" (English: Swan) factory in the 1970's in Sofia, Bulgaria. The hat is in very good condition (never used). 
Unisex hat, size 55 - (US hat size 6 7/8) - 21 5/8 inches (Small/Medium - S/M)
Weights: 120 g
► For orders of two or more items at a time from our shop, please enter at checkout coupon code MULTIVINTAGE for 15% OFF!
This vintage hat will be sent to you with Priority mail and Tracking number!
Complete your order with other items from our shop to take advantage of a combined shipping and save on the shipping costs.
If you have any questions, please do not hesitate to contact us! 
More unique accessories available in our Shop: 
https://www.etsy.com/shop/NarMag?section_id=18319772
Back to Shop: 
https://www.etsy.com/shop/NarMag
Thank you for visiting NarMag!
K17        ",29.00,4.9098,"Vintage item from the 1970s
Primary color: Black
Holiday: Christmas
Occasion: Birthday
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  28 people",Accessories Hats & Caps Fedoras Fedora Trilby Hat,157.0,28.0,https://www.etsy.com/listing/490760805/black-fedora-trilby-hat-vintage-fedora,"https://img1.etsystatic.com/163/2/11516087/il_fullxfull.1160017565_r22q.jpg,https://img0.etsystatic.com/151/2/11516087/il_fullxfull.1113413220_h83a.jpg,https://img0.etsystatic.com/162/0/11516087/il_fullxfull.1113413642_ir5u.jpg,https://img0.etsystatic.com/177/0/11516087/il_fullxfull.1113413672_si3z.jpg,https://img0.etsystatic.com/142/0/11516087/il_fullxfull.1113413922_sctj.jpg",,,214
5684,Military Helmet - Bulgarian Army Helmet - Vintage Steel Helmet - Post World War II Helmet - Cold War Helmet - Nar Mag,"
            Military helmet produced for the Bulgarian Army in 1988. This army helmet is made by Soviet design (the model was developed in the 1960's).
Vintage olive green M51 helmet (never used). Great vintage condition (has some storage movement marks), with leather pad and adjustable leather strap for the head.
Size EU - 57
Size US - 7  1/8
A great piece from the Cold War Era!
It weighs 1.2k
Measurements: 8.7 х 10.2 / 22 х 26 cm
This Bulgarian army helmet will be sent to you with Priority mail and Tracking number! Next business day shipping!
If you have any questions, feel free to contact us!
Thank you for visiting NarMag - Vintage pieces from beyond the Iron Curtain!
For more NarMag vintage items, please return to our shop:
https://www.etsy.com/shop/NarMag
K19        ",28.00,4.9098,"Vintage item from the 1980s
Primary color: Green
Secondary color: Brown
Holiday: Father's Day
Occasion: Birthday
Materials:  Steel, Leather
Ships worldwide from  Bulgaria
Feedback:  157 reviews
Favorited by:  181 people",Accessories Hats & Caps Helmets Military Helmets,157.0,181.0,https://www.etsy.com/listing/268814606/military-helmet-bulgarian-army-helmet,"https://img1.etsystatic.com/144/1/11516087/il_fullxfull.1217120007_7gzw.jpg,https://img1.etsystatic.com/152/0/11516087/il_fullxfull.1217120023_pve1.jpg,https://img1.etsystatic.com/159/0/11516087/il_fullxfull.1217120037_3exm.jpg,https://img0.etsystatic.com/154/0/11516087/il_fullxfull.1169903466_mvp8.jpg,https://img0.etsystatic.com/179/0/11516087/il_fullxfull.1169903436_h7sp.jpg",,,214
7464,Diamond bath bomb mold !,"
            2.36"" size diamond bath bomb mold!Perfect for DIY lush bath bombs!
Would you like a coupon for our store? Just ask! or favorite our items!
We carry many molds and are priced competitively! 
-round molds!
-heart molds!
-diamond molds!
-XL molds!
-Bundle packs! 
Feel free to visit our sister shop too! 
http://etsy.me/2dV42st
        ",3.00,4.8471,"Handmade Supply
Ships from  United States  to  select countries .
Feedback:  157 reviews
Favorited by:  307 people",Bath & Beauty Soaps Bath Bombs fizzy ,157.0,307.0,https://www.etsy.com/listing/485412553/diamond-bath-bomb-mold,"https://img1.etsystatic.com/168/0/13346179/il_fullxfull.1140031735_pe3g.jpg,https://img0.etsystatic.com/166/0/13346179/il_fullxfull.1093437330_hojq.jpg",,,214
