,Product name,Description,Price,Rating,Overview,Category,Reviews,Favorites,Url,Images,Color 1,Color 2,Autoclass
28,"Vintage Tin Duck Family Collectors Edition Wind Up Toy, 1970s","
            Tin Duck Family Wind Up Vintage Collectors Edition Wind Up Toy, 1970s, 11 1/2"" x 2 1/4""  
Just the cutest wind up toy with mama duck and her babies following behind.  When you wind it up, the ducks quack and bob their adorable heads.  Toy was made in China and distributed by Bandwagon until they no longer offered.  A toy that is sure to delight and bring a smile!  A great collectible for your toy collection.
Enjoy peace of mind with our 90 day, 100% Money Back Guarantee.
Condition: Like New, from old unused stock.        ",9.99,4.975,"Vintage item from the 1970s
Primary color: Yellow
Secondary color: Green
Material:  tin
Ships worldwide from  United States
Feedback:  2339 reviews
Favorited by:  1981 people",Toys & Games Toys Wind-up Toys duck,2339.0,1981.0,https://www.etsy.com/listing/61803392/vintage-tin-duck-family-collectors,"https://img0.etsystatic.com/142/1/6037611/il_fullxfull.1123882322_iu2g.jpg,https://img0.etsystatic.com/169/0/6037611/il_fullxfull.1123882376_t1ml.jpg,https://img0.etsystatic.com/160/0/6037611/il_fullxfull.1123882438_tf6l.jpg,https://img0.etsystatic.com/147/0/6037611/il_fullxfull.1123882492_fuc8.jpg",,,43
122,Vintage Toddler Ride-On Rocking Horse...Woods of America Rocking Horse...Shabby Chic Nursery Room Decor..,"
            This 1983 Woods of America toddler ride-on rocking horse would be a great decor item for your vintage inspired or shabby chic nursery....has real leather ears and reins...the mane and tail are in poor condition..the hardwood is worn but sturdy..it is missing the handles...for me this would make a perfect decor item ""as is"" but you could certainly refurbish it....21"" tall and 23"" long...imagine her in the nursery corner carrying a well worn favorite teddy bear....        ",42.00,4.9459,"Vintage item from the 1980s
Only ships within  United States .
Feedback:  74 reviews
Favorited by:  10 people",Toys & Games Toys Ride On & Rocking Toys Rocking & Spring Toys,74.0,10.0,https://www.etsy.com/listing/462714457/vintage-toddler-ride-on-rocking,"https://img1.etsystatic.com/105/0/9861407/il_fullxfull.1045865289_6xa2.jpg,https://img1.etsystatic.com/113/0/9861407/il_fullxfull.1045865625_ne3v.jpg,https://img0.etsystatic.com/140/0/9861407/il_fullxfull.999338158_n5fq.jpg,https://img0.etsystatic.com/101/0/9861407/il_fullxfull.999338400_6v0g.jpg,https://img1.etsystatic.com/111/0/9861407/il_fullxfull.1045866741_p1mk.jpg",,,43
142,Barney & Friends Original Stuffed Animal Plush Toy No Mouth Variant 1992 by Lyons,"
            This is a 14"" plush doll of Barney, whose name is sewn in white lettering into the bottom of his right foot.  Barney has glued-on, inset plastic eyes.  Overall, the doll is in near mint condition, with minor paint loss on the surface of Barney's eyes and light evidence of minor play wear. The original manufacturer's label is partly intact and partly missing. He comes from a smoke free home and was well taken care of.
1992 First Season Barney & Friends Original Stuffed Animal Plush Toy - PBS Kids Television Purple Dinosaur Anthropomorphic Tyrannosaurus Rex
♩♪♫♬ I love you, you love me
We're a happy family
With a great big hug and a kiss from me to you.
Won't you say you love me too...♩♪♫♬        ",19.95,4.9286,"Vintage item
Only ships within  United States .
Feedback:  438 reviews
Favorited by:  10 people",Toys & Games Toys Stuffed Animals & Plushies barney and friends,438.0,10.0,https://www.etsy.com/listing/499390205/barney-friends-original-stuffed-animal,"https://img0.etsystatic.com/180/1/8235827/il_fullxfull.1106080798_hlxi.jpg,https://img1.etsystatic.com/142/0/8235827/il_fullxfull.1152678563_1hxb.jpg,https://img1.etsystatic.com/166/1/8235827/il_fullxfull.1152678931_p3uz.jpg,https://img1.etsystatic.com/160/0/8235827/il_fullxfull.1152679399_62jm.jpg,https://img1.etsystatic.com/141/0/8235827/il_fullxfull.1152679681_1gmt.jpg",,,43
176,"Care Bears plush, plush vintage Care Bears rainbow, cake Bears, Bears Vintage","
            Care Bears vintage from the 1980s, The stuffed toys are in good condition for use, labels are damaged.
Height: 30 cm
2 colors available, one yellow and one pink, 16 euros each, specify the desired color when ordering.        ",17.77,4.975,"Vintage item from the 1980s
Ships worldwide from  France
Feedback:  65 reviews
Favorited by:  179 people",Toys & Games Toys Stuffed Animals & Plushies People,65.0,179.0,https://www.etsy.com/listing/288999549/care-bears-plush-plush-vintage-care,"https://img1.etsystatic.com/132/0/10956383/il_fullxfull.1000678943_ek1d.jpg,https://img1.etsystatic.com/122/0/10956383/il_fullxfull.1000679003_e9qh.jpg,https://img1.etsystatic.com/129/0/10956383/il_fullxfull.1000679097_d1nz.jpg,https://img1.etsystatic.com/104/0/10956383/il_fullxfull.1000679207_mn56.jpg,https://img0.etsystatic.com/134/0/10956383/il_fullxfull.954136306_qztn.jpg",,,43
405,"Cactus fabric pencil case, iphone or makeup pouch. For stationary or cosmetics","
            Cactus fabric pencil case, makeup pouch. For stationary or cosmetics
Could also be used for stationary, iPhone, cosmetics, sewing kit or any miscellaneous bits and bobs.
Sturdy metal zip.
Hanging loop for attaching a wristlet.
Cotton fabric and lining.
Zip length: 20cm (8inch)
Bag size: 21 x10cm (8.5inch x 4inch)
Each bag has an individual lining. The bag pictured is the one you will receive. If I don't have that particular lining in stock I will contact you with the options. 
All the fabrics I have collected (the majority from the USA) reflect a retro south western americana aesthetic with a hint of 50s pin up. One of my favourite places is the desert around Tuscon Arizona for the beautiful cactus desert landscape.        ",13.27,4.975,"Handmade item
Ships from  United Kingdom  to  select countries .
Feedback:  40 reviews
Favorited by:  190 people",Bags & Purses Pouches & Coin Purses Brighton seller smart phone pouch,40.0,190.0,https://www.etsy.com/listing/472816316/cactus-fabric-pencil-case-iphone-or,"https://img0.etsystatic.com/147/0/12590379/il_fullxfull.1169939772_1bmx.jpg,https://img1.etsystatic.com/144/0/12590379/il_fullxfull.1217156247_jndp.jpg,https://img1.etsystatic.com/145/0/12590379/il_fullxfull.1217156249_5ftf.jpg,https://img0.etsystatic.com/161/0/12590379/il_fullxfull.1169939800_l3o9.jpg,https://img0.etsystatic.com/166/0/12590379/il_fullxfull.1169939810_60u5.jpg",,,43
841,"Vintage HAR Demi-Parure AB Rhinestones, Hargo Creations New York, 1960s Aurora Borealis Curved Brooch and Earrings","
            Rare elegant brooch and earrings set by Har (Hargo Creations,  New York, 1955-1967).  Signed Har (see photo 2).   Craftsmanship, superb.  Condition, excellent.
Design:  Stylized windmill design with channel-set clear rhinestones and AB rhinestones.   
Pin measures 3 inches  long  by 1.25 inches wide.   Earrings measure  1.75 inches by 0.75 inches.
Shipping will be 2.95 anywhere in the United States by USPS First Class Mail with Signature Confirmation. All our jewelry items are shipped in a sturdy box to  ensure safe arrival.        ",120.00,4.94,"Vintage item from the 1960s
Only ships within  United States .
Feedback:  65 reviews
Favorited by:  128 people",Jewelry Jewelry Sets HAR jewelry Hargo Jewelry,65.0,128.0,https://www.etsy.com/listing/224814425/vintage-har-demi-parure-ab-rhinestones,"https://img0.etsystatic.com/050/2/10731720/il_fullxfull.736466090_ledj.jpg,https://img1.etsystatic.com/052/0/10731720/il_fullxfull.736336975_iyo9.jpg",,,43
877,"Retro painted mask earrings, painted wood mask, wooden masks, Indonesian masks, colourful mask, hand painted mask, large stud earrings","
            Vintage handmade mask stud earrings from Indonesia in the 1980's.  These are wood, hand painted, and measure approximately 1"" in diameter.
They have a black base, with orange, red, green, and grey forming the faces.
In excellent condition.  ** I will provide earring backings for them (although not pictured).        ",13.88,4.9667,"Vintage item from the 1980s
Materials:  wood, paint, metal findings
Ships worldwide from  Canada
Feedback:  333 reviews
Favorited by:  10 people",Jewelry Earrings Stud Earrings retro painted mask,333.0,10.0,https://www.etsy.com/listing/485592197/retro-painted-mask-earrings-painted-wood,"https://img1.etsystatic.com/116/0/7655511/il_fullxfull.1109268031_ar0p.jpg,https://img0.etsystatic.com/122/0/7655511/il_fullxfull.1062687162_4un1.jpg,https://img1.etsystatic.com/109/0/7655511/il_fullxfull.1109268177_6t9o.jpg,https://img1.etsystatic.com/139/0/7655511/il_fullxfull.1109268237_fqh2.jpg",,,43
898,Vintage 12k GENUINE PEARL EaRRINGS Great Gifts  luminescent 6mm White Pearl 12k gf yellow Setting unused store stock,"
            sold by the pair- will combine shipping on multiple pair orders
perfect for bridesmaids, friends, daughters, grand daughter gifts
This was a lucky find for me and I'm passing the savings on to you! 
A beautiful pair of 12k gold filled yellow  gold vintage white sizeable 6mm cultured pierced Pearl stud earrings with 12k gf butterfly backs.   These very special classically beautiful earrings are unused store stock, in gorgeous condition and have a nice lustre and weight to them.  Every Damsel should own a pearl.  Fine quality.  
White genuine cultured pearls 
12k marked gold filled posts and butterfly backs
unused store stock perfect condition
Photos are part of the description 
Shipping does not include Vat or custom charges .  Thank you for visiting DamselindistressNJ and please come back soon. I always have new things to see. Suzanne        ",11.00,4.9722,"Vintage item from the 1950s
Materials:  Genuine Cultured Pearl and 12k gf earrings, vintage, unusuaed store stock, perfect condition, 6mm white pearls, luminescent and lovely, 12k gf posts and butterfly backs, for pierced ears, perfect bridal bridesmaid gifts, gorgeous quality, nicely sized and high quality, the perfect classic earring
Ships worldwide from  United States
Feedback:  1000 reviews
Favorited by:  10 people",Jewelry Earrings Stud Earrings pearl earrings,1000.0,10.0,https://www.etsy.com/listing/506609915/vintage-12k-genuine-pearl-earrings-great,"https://img1.etsystatic.com/180/0/9539922/il_fullxfull.1172704239_o3ca.jpg,https://img1.etsystatic.com/145/0/9539922/il_fullxfull.1172704249_2jki.jpg,https://img0.etsystatic.com/168/0/9539922/il_fullxfull.1126102774_jn19.jpg,https://img0.etsystatic.com/175/0/9539922/il_fullxfull.1126102548_emg3.jpg,https://img0.etsystatic.com/177/0/9539922/il_fullxfull.1126102552_f1b7.jpg",,,43
917,"Antique Rose Gold Filled Locket - 1900s Art Nouveau Style Etched, Paste Stone Locket","
            This horseshoe-shaped locket features a clear paste stone and an art nouveau style wave etched on the front. The back is plain, but the sides are detailed with a zigzag relief pattern. There are no markings on the locket that I can see. The locket hangs on a rose gold filled chain with an early spring ring clasp.
AGE: Antique c. 1900s
CONDITION: Offered in excellent antique condition. No dents or dings, opens easily and closes securely, some wear to the gold plating around the edges of the locket.
COMPOSITION: Rose gold filled, clear paste stone
MEASUREMENTS: 5/8"" x 1""
Chain - 15""
PLEASE READ ALL OF THE FOLLOWING BEFORE PURCHASING!
All North American orders are automatically shipped with tracking. Additional items ship at no extra charge regardless of buyer origin. Please see FAQs for questions about shipping outside of North America!
This listing does not include any props, display boxes or other items used in the photographs, only the item listed in the description.
Integral to the essence of most vintage items is the notion that they are previously owned (and often previously loved) pieces. By virtue of this fact, none of my items are flawless; I do my best to disclose any and all faults I’m aware of. I aim to accurately represent the true colours of the jewelry I photograph. Please allow for some colour discrepancies due to photography lighting, monitor tint etc. I would never intentionally misrepresent any of my items. All measurements, ages and conditions given are approximate and made to the best of my knowledge and ability.
I always wish for the happiness of my customers; I welcome any questions, comments and concerns you might have.        ",80.96,4.8571,"Vintage item from 1900 - 1909
Primary color: Rose gold
Secondary color: Gold
Necklace length: 14 Inches
Pendant height: 1 Inches
Pendant width: 0.63 Inches
Materials:  rose gold filled, clear paste stone, brass, yellow gold filled
Ships worldwide from  Canada
Feedback:  14 reviews
Favorited by:  10 people",Jewelry Necklaces Lockets gift for her,14.0,10.0,https://www.etsy.com/listing/507819928/antique-rose-gold-filled-locket-1900s,"https://img0.etsystatic.com/141/1/7480561/il_fullxfull.1170860160_ghsa.jpg,https://img1.etsystatic.com/169/0/7480561/il_fullxfull.1218080137_s4et.jpg,https://img1.etsystatic.com/143/0/7480561/il_fullxfull.1218080165_inny.jpg,https://img1.etsystatic.com/176/0/7480561/il_fullxfull.1218080151_i5dd.jpg,https://img1.etsystatic.com/160/0/7480561/il_fullxfull.1218080119_kagj.jpg",,,43
921,"Vintage locket, large round locket, floral engraved locket necklace, round silver pendant","
            A round vintage locket.
A striking silver locket featuring a bold floral design on the front and a brushed textured back. Inside there is one original frame and acetate cover. The locket is hinged at the bottom.
Available on its own or strung on a 24"" chain  - please choose from the drop down menu.
Dimensions:
Height 2.8 without bail, 3.8cm with bail
Width 2.8cm
Depth 0.4cm
Marked Silver on the bail.
In good vintage condition, commensurate with its age. 
This lovely locket comes boxed with a Lime Tree Design presentation sleeve.
IMPORTANT INFORMATION REGARDING SHIPPING:
Orders to UK addresses are sent using Royal Mail 1st Class Signed For which usually takes 1 or 2 days from the dispatch date. There is also the option to choose Express Next Day delivery at the checkout.
All overseas orders are sent using Royal Mail's Tracked and Signed service which usually takes about 14 days but can take up to a month to arrive. There is also the option to choose Express shipping via UPS which takes 4-5 days.        ",86.23,4.8889,"Vintage item
Primary color: Silver
Occasion: Birthday
Pendant height: 2.8 Centimeters
Pendant width: 2.8 Centimeters
Material:  silver
Ships worldwide from  United Kingdom
Feedback:  65 reviews
Favorited by:  16 people",Jewelry Necklaces Lockets large locket,65.0,16.0,https://www.etsy.com/listing/515400057/vintage-locket-large-round-locket-floral,"https://img0.etsystatic.com/144/0/5475554/il_fullxfull.1152875526_t5gv.jpg,https://img0.etsystatic.com/151/0/5475554/il_fullxfull.1152875540_7z8v.jpg,https://img0.etsystatic.com/146/0/5475554/il_fullxfull.1152875530_1akk.jpg,https://img0.etsystatic.com/157/0/5475554/il_fullxfull.1152875552_d3gu.jpg,https://img0.etsystatic.com/147/0/5475554/il_fullxfull.1152764172_srty.jpg",,,43
