,Product name,Description,Price,Rating,Overview,Category,Reviews,Favorites,Url,Images,Color 1,Color 2,Autoclass
266,"Christening keepsake case, christening gift, christening box, keepsake case, baby gift","
            A baby's christening day is such a significant event that you will want to treasure all the keepsakes and memories of your baby's day. 
This personalised vintage style suitcase is a perfect idea for storing all of these keepsakes, gifts, photos plus much more. 
The suitcase comes personalised with a message of your choice engraved on to the stainless steel plaque inside.
A special gift to present to new parents or for your child to keep all of their special belongings.
There are three sizes to choose from: Small, Medium and Large.
A gift to be treasured forever!
**Please enter your personalised message in the note to seller in the checkout section**
FOR INTERNATIONAL CUSTOMERS, PLEASE NOTE THE SHIPPING COST WILL DEPEND ON WEIGHT.  
Angela @ Vintage Mémoires xx        ",81.98,4.875,"Handmade item
Primary color: White
Secondary color: Black
Occasion: Baptism
Materials:  wooden, Maple polywood
Made to order
Ships from  Australia  to  select countries .
Feedback:  45 reviews
Favorited by:  112 people",Bags & Purses Luggage & Travel Suitcases baby keepsake boxes,45.0,112.0,https://www.etsy.com/listing/248967385/christening-keepsake-case-christening,"https://img1.etsystatic.com/101/0/10818641/il_fullxfull.903164961_a447.jpg,https://img0.etsystatic.com/138/0/10818641/il_fullxfull.925762074_qeow.jpg,https://img1.etsystatic.com/155/0/10818641/il_fullxfull.1219068749_ce93.jpg,https://img1.etsystatic.com/102/0/10818641/il_fullxfull.837767475_oiof.jpg",,,111
403,Personalized Gift for Her Monogram Clutch Bridesmaid Gift Set Zipper Pouch Metallic Initial Wedding Faux Leather,"
            Phone, holder cards or small wallet, cash, coins, cosmetics—whatever small gear you've got, this durable pouch with a color pop initial will have you organized in personal style.
Why choose monogram embroidery?
Embroidery is quality. Most everyone agrees, an embroidered monogram represents the highest quality decorating method available. When a monogram is embroidered, the letters are also perceived as representing a high quality look.  It will last the lifetime of the clutch.
FEATURES:
SIZE OF THE ZIPPER POUCH 7""W X 5.5""H.
Outer fabric – Faux Leather.
YKK 7"" zipper.
Lining – Solid satin or 100% patterned cotton.
All stress points and corners are reinforced for extra strength and durability.
Fits all your evening essentials.
Crafted by hand in USA.
Click here if you need a bigger size: 
https://www.etsy.com/listing/266762281/personalized-gift-for-her-monogram?ref=shop_home_active_1
<<<<<•••••• HOW TO ORDER •••••     
❥ Select color of exterior. Please see the 5th picture.
❥ Select lining color. Please see the 5th picture.
❥ Add item to cart.
<<<<<•••••• PLEASE LEAVE THE FOLLOWING INFO IN THE NOTES TO SELLER AT CHECKOUT •••••     
❥ Initial(s), or first name that you want on the pouch. Please type it the way you want it (capital or lower case).
❥ Thread color and font. Please see the 4th picture.
❥ Please add specific date that you need the pouch or pouches by. 
Check out our gorgeous monogrammed sequins pouches: 
https://www.etsy.com/listing/448811500/personalized-bridesmaid-gift-idea-for?ref=listing-shop-header-1
Custom orders are welcome. 
HAVE A QUESTION? Contact me here: 
https://www.etsy.com/conversations/new?to_username=loliscreations
Spot cleaning is recommended.
Smoke-free studio.
To see more styles please click here:
http://www.etsy.com/shop/loliscreations
Thank you for looking at my designs!        ",34.95,4.875,"Handmade item
Occasion: Wedding
Materials:  Thread, Faux Leather, fabric, YKK zipper
Made to order
Ships worldwide from  United States
Feedback:  603 reviews
Favorited by:  1462 people",Bags & Purses Pouches & Coin Purses wedding accessories,603.0,1462.0,https://www.etsy.com/listing/255079268/personalized-gift-for-her-monogram,"https://img0.etsystatic.com/102/0/5691997/il_fullxfull.880914802_a6br.jpg,https://img1.etsystatic.com/134/0/5691997/il_fullxfull.881590467_8g8g.jpg,https://img0.etsystatic.com/140/0/5691997/il_fullxfull.863680718_lsv9.jpg,https://img1.etsystatic.com/121/0/5691997/il_fullxfull.910329161_hdtv.jpg,https://img0.etsystatic.com/154/0/5691997/il_fullxfull.1127957226_ec7v.jpg",,,111
416,"Camera bag,leather messenger bag,Leather Camera Bag,waxed thread,Full Grain Leather,handmade.","
            --
A simple,vogue design leather camera bag. use thick  leather with Waxed thread making . This camera bag adds sheep blankets . the entire production design,hand mined material, hand perforate ,hand sewing,all done by hand without the use of electrical equipment ......  If you need to change its size, let me know... 
          
 This exterior size is~~~~~(width:  15.5cm* height:  13cm* depth:10.5cm)~~                                          ( the strap stretch longest :140cm )~~~~~.      
                  
Our products 100% use  of cowhide  .  ******************
[ Please Note: This bag is using (DHL) express shipment , need  your phone number !.] 
( Delivery time is usually 5-7 days to arrive.) **   *** ****
You need to change the size, please contact me.......... We send the goods after the goods tracking number will be uploaded, so you always see the items location and arrival time. (see shipping details and policies)
.....................        ",49.00,4.875,"Handmade Supply
Holiday: Christmas
Materials:  Waxed thread, Cow  leather, plating metal buckle, Full Grain Leather
Ships worldwide from  China
Feedback:  184 reviews
Favorited by:  251 people",Bags & Purses Messenger Bags Camera tool bag bookbag,184.0,251.0,https://www.etsy.com/listing/471554888/camera-bagleather-messenger-bagleather,"https://img0.etsystatic.com/101/0/8628025/il_fullxfull.1061041200_4dh7.jpg,https://img1.etsystatic.com/121/0/8628025/il_fullxfull.1107620841_lzwe.jpg,https://img1.etsystatic.com/129/0/8628025/il_fullxfull.1107622377_8oky.jpg,https://img0.etsystatic.com/117/0/8628025/il_fullxfull.1061047952_cqjf.jpg,https://img0.etsystatic.com/163/0/8628025/il_fullxfull.1099083004_s9mm.jpg",,,111
575,"Childs Clothing, Kids Fall, Knit Cardigan, Childs Cardigan, Childs Sweater, Wool Sweater, Childs Fashion, Wool Cardigan, Unisex Kids Sweater","
            Cute light gray cardigan for young girls(or even boys). Made from high quality wool, that's sure to feel comfy and never irritate your child's skin.
💟 For a matching family look you can check out the adult designs from this collection here:
For moms - 
http://etsy.me/1JiDk25
For dads - 
http://etsy.me/1Lw75iM
💟 Shipping
We use Priority shipping for all of our items:
USA, Canada, Australia, NZ ~ 10-14 biz days
EU ~5-7 biz days
💟 Time to ship
Ready to ship in 3-5 business days.
If the item is available we ship the day after the purchase!
💟 Materials
50% Wool
30% Acrylic
20% Alpaca
💟 Care
Wool can easily lose its shape if washed without care!
Wash by hand or use the wool cycle on your machine.
Use gentle detergent for wool.
💟 Sizes
This design is for children from 128 cm.-134cm./4'3"" - 4'6"".
For any additional info, feel free to send me a convo.
💟 More designs
Feel kindly invited to explore the rest of our designs: 
www.etsy.com/shop/M2Vdesign
For questions, wishes or suggestions, feel free to convo us. We are always happy to hear from you!
Wear with pleasure,
Vania        ",53.00,3.3333,"Handmade item
Materials:  Wool, Alpaca, Acryllic
Ships worldwide from  Bulgaria
Feedback:  8 reviews
Favorited by:  386 people",Clothing Unisex Kids' Clothing Sweaters Childrens Sweater,8.0,386.0,https://www.etsy.com/listing/245623202/childs-clothing-kids-fall-knit-cardigan,"https://img1.etsystatic.com/071/1/10732283/il_fullxfull.823146501_r3rx.jpg,https://img0.etsystatic.com/074/0/10732283/il_fullxfull.823375146_a4zm.jpg,https://img0.etsystatic.com/071/0/10732283/il_fullxfull.823375140_gbhn.jpg",,,111
1036,"CHRISTIAN LACROIX, beautiful earrings vintage clips","
            CHRISTIAN LACROIX, beautiful earrings vintage clips
Beautiful Earrings from Christian Lacroix with blue stone marbling with gilded surroundings and 3 1 light blue rhinestone pendants 2 other in different color stones in shades of blue
Appoximate dimensions: length: 4cm (1.57 inches) width: 2cm (0.78 inches)
For international shipping (outside France), please provide your phone number which is mandatory for french postal services
Condition: EXCELLENT ★★★★
For shipments International (excluding France), please provide your phone number which is obligatory for the french postal services
**************************************
Paulette vintage you guarantee the genuineness of these products verified by brands or by experts
Each product is checked before shipping to send them in perfect condition. The classification of the condition of the products is given below:
**************************************
EXCELLENT CONDITION ★★★★: very little or never used and without defects, often delivered in their original packaging or bag dust (if mentioned in the description)
VERY good CONDITION ★★★ very good appearance but with some traces of use
GOOD CONDITION ★★: often used with waste areas may require a repair
***************************************
Each item is shipped from France with the track number        ",277.59,4.875,"Vintage item from the 1980s
Materials:  métal doré, pierres, strass
Ships worldwide from  France
Feedback:  45 reviews
Favorited by:  68 people",Jewelry Earrings Clip On Earrings Christian lacroix,45.0,68.0,https://www.etsy.com/listing/253986533/christian-lacroix-beautiful-earrings,"https://img1.etsystatic.com/136/0/8368317/il_fullxfull.859167831_gf13.jpg,https://img1.etsystatic.com/134/0/8368317/il_fullxfull.859167827_4m8s.jpg,https://img1.etsystatic.com/130/0/8368317/il_fullxfull.859167819_j7lc.jpg,https://img1.etsystatic.com/127/0/8368317/il_fullxfull.859167813_8a78.jpg,https://img1.etsystatic.com/139/0/8368317/il_fullxfull.859167837_lt7l.jpg",,,111
1527,"Bicycle mirror, bike parts, Soviet bike parts, vintage mirror, mirror for bike, bike spare parts, vintage spare parts for bike, old bicycle","
            Mirror from Soviet bike 1970s.
Diameter: 9.5cm (3.74"").
Length: 23cm (9"").
Vintage item has sign of wear. 
Please note: Colors may vary slightly from their appearance on your display screen.
If you have any question or special wishes feel free to contact me!
Thanks for visiting my shop and for shopping on Etsy.        ",10.00,4.875,"Vintage item from the 1970s
Primary color: Silver
Secondary color: Silver
Materials:  Metal, Glass
Ships worldwide from  Latvia
Feedback:  8 reviews",Toys & Games Sports & Outdoor Recreation Bikes & Cycling Bike Parts,8.0,,https://www.etsy.com/listing/519615675/bicycle-mirror-bike-parts-soviet-bike,"https://img1.etsystatic.com/152/1/12505065/il_fullxfull.1212140983_osul.jpg,https://img1.etsystatic.com/169/1/12505065/il_fullxfull.1212141097_q5h7.jpg,https://img0.etsystatic.com/178/0/12505065/il_fullxfull.1164919354_6p31.jpg,https://img1.etsystatic.com/173/0/12505065/il_fullxfull.1212140705_e2j1.jpg,https://img0.etsystatic.com/166/1/12505065/il_fullxfull.1164919810_6kcx.jpg",,,111
1733,US Navy. Wall clock. Wall clock vintage. Sailing decor. Black wall clock.  Electric clock. Ship clock. 24 hour clock. US Military ship clock,"
            CHELSEA Boston US military ship clock. Black bakelite 24 hour clock.
Glass cover is missing. Working. C battery operated.
Probably circa 1960.
US Navy. Wall clock. Wall clock vintage. Sailing decor. Black wall clock.  Electric clock. Ship clock. 24 hour clock. US Military ship clock
Measures : 28 cm diameter, 8 cm thick ( multiply by 0.39 for inches )
Weight : 1250 gr
Shipping to other countries is EMS (up to one week to arrive), because of weight being including packaging will be over 2 kg.
Being a vintage item, there are imperfections. Glass cover is missing        ",300.00,4.875,"Vintage item from the 1960s
Material:  bakelite
Ships worldwide from  Israel
Feedback:  68 reviews
Favorited by:  234 people",Home & Living Home Décor Clocks vogueteam,68.0,234.0,https://www.etsy.com/listing/280230464/us-navy-wall-clock-wall-clock-vintage,"https://img0.etsystatic.com/114/0/7901844/il_fullxfull.975386586_ozbj.jpg,https://img0.etsystatic.com/118/0/7901844/il_fullxfull.975386594_bu3y.jpg,https://img0.etsystatic.com/139/0/7901844/il_fullxfull.975386796_drna.jpg,https://img0.etsystatic.com/134/0/7901844/il_fullxfull.987250466_eq4i.jpg",,,111
2077,Ginger Jar Blue and White Chinoiserie Oriental Chinese Porcelain Vase,"
            Beautiful Blue & White Chinoiserie Ginger Jar/Vase. Excellent condition. 
Height: 10.75""
Diameter: 8""
Yes, we do ship internationally - just ask for pricing.
Email me with any questions.  Thanks for looking!        ",75.00,4.875,"Vintage item
Materials:  Porcelain, China
Only ships within  United States .
Feedback:  136 reviews
Favorited by:  429 people",Home & Living Home Décor Vases Chinoiserie,136.0,429.0,https://www.etsy.com/listing/202882504/ginger-jar-blue-and-white-chinoiserie,"https://img0.etsystatic.com/025/1/6553566/il_fullxfull.651289840_8p1k.jpg,https://img1.etsystatic.com/034/0/6553566/il_fullxfull.651405179_kvuk.jpg,https://img1.etsystatic.com/025/0/6553566/il_fullxfull.651405121_1k8n.jpg",,,111
3085,Vintage Superb old duvet cover,"
            Superb old duvet cover
made in a fabric of first quality, thick indestructible ...
small blue and white tiles ""Vichy""
195 X 121 cm / 76.77 ""X 47.63""
°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°
Shop friend: 
https://www.etsy.com/fr/shop/biarritzautrefois?ref=pr_faveshops
°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°°        ",111.04,4.9868,"Vintage item from the 1950s
Material:  tissu
Ships worldwide from  France
Feedback:  163 reviews
Favorited by:  138 people",Home & Living Bedding Duvet Covers flowery fabric,163.0,138.0,https://www.etsy.com/listing/247938379/vintage-superb-old-duvet-cover,"https://img1.etsystatic.com/100/0/10878311/il_fullxfull.833355481_k2vs.jpg,https://img0.etsystatic.com/100/0/10878311/il_fullxfull.833582006_fg0n.jpg,https://img1.etsystatic.com/100/0/10878311/il_fullxfull.833355229_awh2.jpg,https://img0.etsystatic.com/100/0/10878311/il_fullxfull.833581870_dqyx.jpg,https://img0.etsystatic.com/100/0/10878311/il_fullxfull.833582030_qvfh.jpg",,,111
3231,Made in Italy Large  Black Jelly Tote Bag,"
            This is such an awesome summer bag! Use it for travel or the beach. It can go anywhere and fit everything.Nice and clean and ready to go. New with tags
Measures
13""x11""x6""
Handle drop 8""
 Please measure carefully and feel free to ask more questions as there are 
no refunds or exchanges.
Lot 2        ",49.99,4.9744,"Vintage item
Primary color: Black
Material:  vinyl
Ships worldwide from  United States
Feedback:  182 reviews
Favorited by:  108 people",Bags & Purses Totes jelly bag tote bag,182.0,108.0,https://www.etsy.com/listing/179162875/made-in-italy-large-black-jelly-tote-bag,"https://img0.etsystatic.com/044/0/6854890/il_fullxfull.563426526_qj2v.jpg,https://img0.etsystatic.com/024/0/6854890/il_fullxfull.563426598_mz5u.jpg,https://img1.etsystatic.com/024/0/6854890/il_fullxfull.563537367_8i4r.jpg,https://img1.etsystatic.com/035/0/6854890/il_fullxfull.563537389_zxac.jpg,https://img0.etsystatic.com/041/0/6854890/il_fullxfull.563426632_6x6c.jpg",,,111
