,Product name,Description,Price,Rating,Overview,Category,Reviews,Favorites,Url,Images,Color 1,Color 2,Autoclass
2153,Box Meissen Porcelain,"
            Dimensions: Height: Without Lid 5 cm, With Lid 11 cm, Diameter Opening: 7.8 cm, Diameter Middle: 12 cm, Diameter Bottom 4.7 cm
Maker's Mark: Two Crossed Swords
Adorable, gorgeous, precious little trinket from one of the world's most famous porcelain makers: Meissen! Founded in 1710, Meissen is Europe's oldest porcelain manufactory. And our marvelous little box shows why its makers are so famous: its exquisite porcelain, its handpainted flower decor, its wonderful shape! Whether you want to keep tiny treasures – a pair of earrings, your favorite ring, child’s first curl or it’s baby teeth – in its belly, or you want to acquire a collectible, or you need an exhibition piece for your home, the box is in perfect condition, showingnary a sign of wear.
A wonderful gift! And as such it can be giftwrapped free of charge!        ",161.00,4.9474,"Vintage item from the 1910s
Material:  Porcelain
Ships worldwide from  Germany
Feedback:  64 reviews
Favorited by:  146 people",Home & Living Storage & Organization Boxes & Bins Tins,64.0,146.0,https://www.etsy.com/listing/181516935/box-meissen-porcelain,"https://img1.etsystatic.com/062/0/7317006/il_fullxfull.787747043_l5t3.jpg,https://img0.etsystatic.com/065/0/7317006/il_fullxfull.788036600_90rz.jpg,https://img0.etsystatic.com/063/0/7317006/il_fullxfull.788036596_8l4f.jpg,https://img0.etsystatic.com/062/0/7317006/il_fullxfull.788036594_sz06.jpg,https://img1.etsystatic.com/067/0/7317006/il_fullxfull.787747037_lqfa.jpg",,,164
2271,"Sterling charms, sterling charm bracelet, vintage souvenir, sterling jewelry, unusual jewelry, sterling charm, estate jewelry, state charms","
            This is a 6 1/2"" long vintage charm bracelet featuring 7 state charms and 7 inscribed children's heads.  This mid century sterling charm bracelet is full of vintage souvenirs of Maryland, Montana, South Dakota, Georgia, Virginia, Mount Rushmore, and Washington DC.  This great example of estate jewelry has the names Joanne, Steve, Robert, Laurie, Brad, Johnny & Todd engraved on the faces of the charms.  All of charms on this sterling jewelry have sterling stamped on them as well as the bracelet.
All my items are vintage and have been in drawers and pockets, in some cases, for years.  There is some wear but no damage.  Be sure to ask questions if you still have some after inspecting the closeups.  I never clean silver or painted items and mostly don't clean anything, leaving you to decide how brand spanking new you want your vintage item to look.
I do accept layaway.  Convo me for terms.        ",99.97,4.9474,"Vintage item from the 1960s
Ships worldwide from  United States
Feedback:  425 reviews
Favorited by:  211 people",Jewelry Bracelets Charm Bracelets vintage souvenir,425.0,211.0,https://www.etsy.com/listing/174141313/sterling-charms-sterling-charm-bracelet,"https://img0.etsystatic.com/042/0/7339316/il_fullxfull.544718098_hfo0.jpg,https://img1.etsystatic.com/034/0/7339316/il_fullxfull.544809531_j47p.jpg,https://img1.etsystatic.com/039/0/7339316/il_fullxfull.544809597_cyb4.jpg",,,164
2768,White Feather Angel Wings Craft Supplies Floral Supplies FL-129,"
            - White feather wings...wired so they bend in center..fluffy marabou & turkey feathers
- 6"" X 6""
To see all of our Buttons & Beads click on this link...
https://www.etsy.com/your/shops/TanglewoodTrims/sections/16609157
To see our entire collection of Rhinestone & Metal Trims click on this link....
https://www.etsy.com/your/shops/TanglewoodTrims/sections/16575582
To see all of our Appliques click on this link....
https://www.etsy.com/your/shops/TanglewoodTrims/sections/16587326
To explore our Sequin Appliques click on this link...
https://www.etsy.com/your/shops/TanglewoodTrims/sections/16575556
I invite you to visit my second shop with my original Masks, Hats, Bridal & Jewelry .....www.etsy.com/shop/marcellefinery        ",6.95,4.9724,"Vintage Supply
Craft type: Hat making & hair crafts, Kids' crafts
Primary color: White
Materials:  Turkey feathers, Marabou feathers
Ships worldwide from  United States
Feedback:  412 reviews
Favorited by:  138 people",Craft Supplies & Tools Decorations & Embellishments Feathers Feather wings,412.0,138.0,https://www.etsy.com/listing/472052443/white-feather-angel-wings-craft-supplies,"https://img0.etsystatic.com/117/0/10475062/il_fullxfull.1024963632_7h8m.jpg,https://img0.etsystatic.com/109/0/10475062/il_fullxfull.1024963616_tj5k.jpg,https://img0.etsystatic.com/121/0/10475062/il_fullxfull.1024963640_jpdl.jpg",,,164
2893,6 intermixed glasbuttons - collector / glass buttons - vintage buttons - eye-catcher - Rainbow motif - stained-glass,"
            6 colorful glass knobs
stained-glass with glass eye
An absolute eye-catcher
Diameter 18mm
May soon adorn one of their garments these buttons?
If you are not satisfied, please register before an assessment.        ",6.22,4.9857,"Vintage handmade supply from the 1950s
Craft type: Sewing
Ships worldwide from  Germany
Feedback:  472 reviews
Favorited by:  138 people",Craft Supplies & Tools Closures & Fasteners Buttons Glass buttons,472.0,138.0,https://www.etsy.com/listing/252599500/6-intermixed-glasbuttons-collector-glass,"https://img1.etsystatic.com/161/0/11525254/il_fullxfull.1221678521_7djy.jpg,https://img1.etsystatic.com/158/0/11525254/il_fullxfull.1221678515_588h.jpg,https://img0.etsystatic.com/160/0/11525254/il_fullxfull.1174459478_p0rx.jpg,https://img0.etsystatic.com/142/0/11525254/il_fullxfull.1174459522_invd.jpg,https://img1.etsystatic.com/146/0/11525254/il_fullxfull.1221678571_qdbt.jpg",,,164
3286,"Gorgeous *NEW* Vintage cream baby knitwear set with bonnet, cape/bolero and booties. Approx size 0-6 months.","
            This is an absolutely gorgeous cream baby set.
Hand knitted in the late 1960s/early 1970s and lovingly stored away until now.
Featuring a delicately knitted cream bonnet, cape/bolero and booties. Tied up with matt ribbon.
Would fit a 0-6 month old baby. In perfect condition, as new.
Please see measurements (taken lying flat) (all items have some stretch)
Bonnet - width - 14cms
Height - 13.5cms 
Cape - length - 17cms
Shoulder width - 21.5cms - however this can be tightened or loosened depending on how you tie the ribbon. 
Booties - foot length - 9.5cms
cuff to heel - 9.5cms        ",15.54,4.9474,"Vintage item from the 1970s
Ships worldwide from  Australia
Feedback:  64 reviews
Favorited by:  16 people",Clothing Unisex Kids' Clothing Unisex Baby Clothing vintage baby,64.0,16.0,https://www.etsy.com/listing/273283046/gorgeous-new-vintage-cream-baby-knitwear,"https://img1.etsystatic.com/137/0/8717617/il_fullxfull.990324233_ipck.jpg,https://img0.etsystatic.com/131/0/8717617/il_fullxfull.943773660_hv3w.jpg,https://img0.etsystatic.com/104/0/8717617/il_fullxfull.943773686_ceqe.jpg,https://img1.etsystatic.com/116/0/8717617/il_fullxfull.990324271_pq16.jpg",,,164
3734,Ossie Clark dress Celia Birtwell Floating Daisy design 1960s for Radley vintage,"
            We are delighted to bring you this wonderful and rare original Ossie Clark and Celia Birtwell 'Mystic Daisy', or 'Floating Daisy' design dress, which was produced in moss crepe for Radley in 1967-68.
Ossie's dresses with fabric prints by Celia were among the most revealing evening dresses at this time, slashed or flowing tight against the body to show every line. Celia's gorgeous floral prints really brought Ossie's dress designs to life and have become prized collectors items.
Celia herself famously chose to wear Mystic Daisy to her own informal wedding to Ossie in 1969 at Kensington Registery Office. Their only guests were his sister Kay (who wore an Ossie and Ceila moss crepe dress) and the artist David Hockney.
This dress is an outstanding example of the creative collaboration between Ossie and Celia and gives us a real feel of the late 60s and early 70s, evoking Flower Power and Pyschedelia, and this great piece of design is as strong as ever today.
There are no size labels on the dress. It measures (when laid flat) bust 32"" inches,  waist 28"" inches and overall length from back of the neck to the bottom hem is 51"" inches. From shoulder to shoulder seam at the back of the dress is 13"" inches across.
This dress is in very good vintage condition for its age. On close inspection when looked at in a strong light I can see some beige coloured marks on the front ties (you can see one of these if you zoom in to photo two) and there is some feint marking around the underarms. Please ask if you would like to see photos of these areas. There are also some slight thread pulls on the crepe at the bottom left hand side of the front bodice. 
This beautiful piece of iconic fashion history will be shipped tracked and insured.        ",895.46,4.9219,"Vintage item from the 1960s
Material:  Moss crepe
Ships worldwide from  United Kingdom
Feedback:  64 reviews
Favorited by:  243 people",Clothing Women's Clothing Dresses Mystic Daisy,64.0,243.0,https://www.etsy.com/listing/477707277/ossie-clark-dress-celia-birtwell,"https://img1.etsystatic.com/111/2/12776429/il_fullxfull.1086947781_ar1a.jpg,https://img0.etsystatic.com/126/1/12776429/il_fullxfull.1040427970_2m0h.jpg,https://img1.etsystatic.com/101/1/12776429/il_fullxfull.1086948001_fnjy.jpg,https://img0.etsystatic.com/111/0/12776429/il_fullxfull.1040377220_96v3.jpg,https://img0.etsystatic.com/111/1/12776429/il_fullxfull.1040440660_9zzj.jpg",,,164
3777,Pretty camisole top 1920s or earlier floral lace vintage,"
            Here is a pretty, original vintage 1920s floral lace camisole top. It has been threaded with yellow ribbon, this is a later addition to the piece replacing the original. It fastens at the back with hooks and eye fastenings. It is in very good condition. 
It measures approx 37 inches across the bust when laid flat and the hooks and eyes are fastened, and 18 inches from the top of the shoulder straps to the bottom hem.        ",37.15,4.9219,"Vintage item from the 1920s
Material:  Lace
Ships worldwide from  United Kingdom
Feedback:  64 reviews
Favorited by:  98 people",Clothing Women's Clothing Lingerie Camisoles,64.0,98.0,https://www.etsy.com/listing/452942988/pretty-camisole-top-1920s-or-earlier,"https://img0.etsystatic.com/103/2/12776429/il_fullxfull.1009701524_k9xk.jpg,https://img1.etsystatic.com/120/0/12776429/il_fullxfull.1056227639_lvnh.jpg,https://img1.etsystatic.com/122/0/12776429/il_fullxfull.1056227643_ftij.jpg,https://img0.etsystatic.com/139/0/12776429/il_fullxfull.1009701436_gf5s.jpg,https://img0.etsystatic.com/121/0/12776429/il_fullxfull.1009701560_q35i.jpg",,,164
4131,"1982 poster vintage mint Magnum P.i. Tom Selleck Poster, celebrity gifts for him her or home, paper art, decor,wall prints, blue blood  star","
            1982 Universal City Studios Inc, Magnum p.i., Tom Selleck poster.
Approximate size 20 X 22 inches.
Mint stored flat condition from original distributor hotline posters and novelties. Perfect condition.
Original stock from family distribution company, HOTLINE. Our family owned and operated hotline posters and novelties in westville, nj. Huge sellers from the 70's were stored away although thousands were lost when the business was closed about 35 years ago. 
HOTLINE ORIGINALs are in fact left over novelties supplies from the distribution company. Stepping back in time for an original sale item that we distributed. It dosent get any better.        ",21.99,4.9474,"Vintage item from the 1980s
Ships worldwide from  United States
Feedback:  105 reviews
Favorited by:  99 people",Art & Collectibles Prints Music & Movie Posters celebrity posters,105.0,99.0,https://www.etsy.com/listing/216430878/1982-poster-vintage-mint-magnum-pi-tom,"https://img1.etsystatic.com/057/0/10084215/il_fullxfull.703845273_fr0m.jpg,https://img0.etsystatic.com/058/0/10084215/il_fullxfull.703724858_sjub.jpg,https://img0.etsystatic.com/056/0/10084215/il_fullxfull.703724854_nm3x.jpg",,,164
4324,"Vintage Green Royal Traveller Luggage Vintage Luggage, Suitcase, Hard case, Travel bag","
            Great vintage green luggage. Goodvintage condition. Great for storage, wonderful retro/vintage decor pieces or use them on your vacations! 
Just think of the travels these have made in the past, just a great little piece of history. Item has a very beautiful green color on the inside and the outside. 
Size:  - 21"" X 5 1/2"" X 16 1/2""        ",59.95,4.9474,"Vintage item
Materials:  Cloth, metal, Satin, vinyl
Only ships within  United States .
Feedback:  64 reviews
Favorited by:  138 people",Bags & Purses Luggage & Travel V2team Epsteam,64.0,138.0,https://www.etsy.com/listing/239279283/vintage-green-royal-traveller-luggage,"https://img0.etsystatic.com/065/0/6947000/il_fullxfull.797240328_eot4.jpg,https://img1.etsystatic.com/066/0/6947000/il_fullxfull.797006411_kokn.jpg,https://img0.etsystatic.com/066/0/6947000/il_fullxfull.797240314_ocga.jpg,https://img0.etsystatic.com/068/0/6947000/il_fullxfull.797240270_nust.jpg,https://img1.etsystatic.com/064/0/6947000/il_fullxfull.797006439_d5ca.jpg",,,164
4715,Magnificent 1920s lame piano shawl in gold and red Art Deco metallic design with long orange fringing vintage antique,"
            Here is a magnificent original 1920s Art Deco gold and red lame shawl with long gold fringing and a very strong design throughout. It features typical Art Deco geometric patterns but you can also see the influence of the Aztec period in this shawl, which was one of the styles that fed into Art Deco in the mid-1920s. So this shawl combines both the modern Art Deco geometric motifs that became fashionable in the 1920s with influences from one of the more ancient periods in design that inspired the Art Deco designers. 
This shawl is very large, measuring 134cm by 134cm excluding the fringing, the fringing is 50cm long on each side so the overall size is 234cm by 234cm. 
Because it is so large, this could also be used as a spectacular wall hanging or table cover. I suspect that it has been used as a table cover in its history, because on one of the two sides, which would be the reverse of the piece, the gold lame metallic thread has been less exposed to the air over the years so it is much brighter overall than the lame thread on the other side. I have photographed the shawl on both sides so that you can see the different shades, you can see the side which is less bright in image five in the photos. It would certainly be possible to wear or to display the shawl this way round to show the brighter side. Both sides of the shawl have some areas where the lame thread has darkened over the years, this is more visible in certain light. 
I have more photographs of the shawl, please contact me if you would like to see more images of this fabulous piece or if you have any questions.        ",497.48,4.9219,"Vintage item from the 1920s
Material:  Lame
Ships worldwide from  United Kingdom
Feedback:  64 reviews
Favorited by:  288 people",Accessories Scarves & Wraps Shawls & Wraps 1920s shawl,64.0,288.0,https://www.etsy.com/listing/449213056/magnificent-1920s-lame-piano-shawl-in,"https://img1.etsystatic.com/119/0/12776429/il_fullxfull.1045852917_55hq.jpg,https://img1.etsystatic.com/130/0/12776429/il_fullxfull.1046429899_hfrx.jpg,https://img0.etsystatic.com/119/0/12776429/il_fullxfull.999899956_kgre.jpg,https://img0.etsystatic.com/121/0/12776429/il_fullxfull.999899960_qlm2.jpg,https://img0.etsystatic.com/111/0/12776429/il_fullxfull.999899620_gdl0.jpg",,,164
