,Product name,Description,Price,Rating,Overview,Category,Reviews,Favorites,Url,Images,Color 1,Color 2,Autoclass
27,Soviet vintage full metal scale model 1:43 opening doors car turquoise passenger car RO 80 collectible toy USSR Diecast scale model toy car,"
            Here present a full metal scale 1:43 model RO 80 soviet vintage car made in USSR.
It's totally functional: front door, hood, trank are open. The box is made from carton, all letters are readable. Only problem that is right front door is missed and that is why the price is lower.
Payment policy: PayPal is accepted
Shipping policy: the shipment will be made in 1-3 days after receiving the payment
Shipping time: will be shipped by Ukrpost (UkrPoshta) and usually get to Europe in 10-14 days, in US - 21 day approx.
Please, contact me, If you have any questions        ",11.38,3.6667,"Vintage item from the 1960s
Primary color: Green
Secondary color: White
Holiday: Cinco de Mayo
Occasion: Anniversary
Materials:  diecast, metal, plastic
Ships worldwide from  Ukraine
Feedback:  3 reviews
Favorited by:  44 people",Toys & Games Toys Miniature Toys Role Playing Miniatures,3.0,44.0,https://www.etsy.com/listing/504056527/soviet-vintage-full-metal-scale-model,"https://img0.etsystatic.com/149/0/14380341/il_fullxfull.1118434416_akba.jpg,https://img0.etsystatic.com/151/0/14380341/il_fullxfull.1118434420_60rh.jpg,https://img1.etsystatic.com/147/0/14380341/il_fullxfull.1165042493_60d2.jpg,https://img1.etsystatic.com/149/0/14380341/il_fullxfull.1165042497_fne7.jpg,https://img1.etsystatic.com/155/0/14380341/il_fullxfull.1165042509_a3e3.jpg",,,27
854,MIRIAM HASKELL Necklace Earrings Red Green Glass Pendant Gold Plate Vintage Set,"
            The Allure of Vintage Couture: look Chic wearing this late 1940s era Glass Cabochon Necklace set by the Miriam Haskell Jewelry Company! This beautiful set features Dragons's Blood Red and Green Swirled cabochons in both the pendant and matching clip earrings! What makes this necklace special is the gold plated detailing, the gorgeous Colors, and the beautiful metal chain measuring 17"" wearable length with extender. The Pendant has an additional 3 1/2"" pendant with 3 stone teardrops. Beautiful!  The matching clip earrings measure 1"" tall! 
A Beauty of a set in excellent vintage condition with no flaws to note: the drops are all intact and undamaged, the Cabochons are undamaged.   Signed Miriam Haskell on an oval plaque on the pendant and on the shepherds hook closure and on the clips. Please view the photos for more detail as they are very much a part of the description and you will receive this same item upon purchase.  Can be worn on any occasion, dress it up with matching like accessories for casual chic, jeans or office smart.        ",270.00,5.0,"Vintage item from the 1940s
Materials:  Glass, Gold Plate Metal
Ships from  United States  to  select countries .
Feedback:  97 reviews
Favorited by:  58 people",Jewelry Jewelry Sets Miriam Haskell Vintage jewelry set,97.0,58.0,https://www.etsy.com/listing/270396620/miriam-haskell-necklace-earrings-red,"https://img1.etsystatic.com/115/0/6065633/il_fullxfull.931359549_swh2.jpg,https://img1.etsystatic.com/102/0/6065633/il_fullxfull.931359603_d2a6.jpg,https://img0.etsystatic.com/110/0/6065633/il_fullxfull.931616978_pzmx.jpg,https://img1.etsystatic.com/132/0/6065633/il_fullxfull.931359663_pvxn.jpg,https://img1.etsystatic.com/112/0/6065633/il_fullxfull.931360103_h2vi.jpg",,,27
1319,Soviet chess. Chess set. Vintage chess set. Chess USSR. Plastic chess.,"
            Soviet chess. Chess set. Vintage chess set. Chess USSR. Plastic chess.
Soviet chess hard plastic 80s.
Condition: as new
Wooden board:.. 30 cm x 30 cm (11.81 x 11.81 inches)
King 8 cm. (3.15 inches)
Pawn 4 cm. (1.57 inches)
Made in USSR
Delivery 7-25 working days.
=============================================================
Welcome to our shop!!!!
Dear buyer!
If your order more than 150 (not counting delivery amount), you will get 5% discount. Please use the coupon code USSR5.
=============================================================
======How you can your order ======
Please read info from 
http://www.etsy.com/ru/help/article/339
======How you can pay your order======
At present we can accept payments via PayPal. Also you can do payment via credit card.
If you don't have a PayPal account, or you cann't pay via PayPal due to some reasons please choose ""pay by credit card "" on the PayPal page to pay via credit card (click ""Don't have a PayPal account?"" on the page for Choosing a way to pay )
Additional information for you:
1. 
www.etsy.com/help/article/361
2. 
http://www.etsy.com/storque/how-to/how-to-pay-with-a-credit-card-and-create-a-paypal-account-746/
if you are having trouble paying via PayPal please contact me. I will send you the short instruction how you can do this without any problems.
I will be happy to answer any questions!        ",39.00,4.9346,"Vintage item from the 1980s
Ships worldwide from  Ukraine
Feedback:  153 reviews
Favorited by:  65 people",Toys & Games Games & Puzzles Board Games Chess,153.0,65.0,https://www.etsy.com/listing/279007936/soviet-chess-chess-set-vintage-chess-set,"https://img0.etsystatic.com/176/0/12795256/il_fullxfull.1181380710_psok.jpg,https://img0.etsystatic.com/157/0/12795256/il_fullxfull.1181380752_f3l1.jpg,https://img1.etsystatic.com/174/0/12795256/il_fullxfull.1228596787_my5y.jpg,https://img0.etsystatic.com/147/0/12795256/il_fullxfull.1181380652_bvih.jpg,https://img1.etsystatic.com/153/0/12795256/il_fullxfull.1228596745_gibm.jpg",,,27
1402,Embossing Company 1910 Double Nine dominos,"
            This listing is for a wonderful railroad themed Embossing co. set of Double Nine Dominoes. The box has wonderful graphics or retro children playing games. The railroad graphics on the top of the box are great this boxed is taped with some masking tape on one end and on the inside box. This set was played and loved a lot some of the spots or white pips are worn off. 
A great set with wonderful nostalgic graphics would look great in any setting. The tiles are wooden and there is a railroad locomotive on each piece. Sensational box wood also look good in a train collectors display. 
Dimensions: 12 inches long and 1.50 inches tall.        ",85.00,4.6667,"Vintage item from the 1910s
Ships from  United States  to  select countries .
Feedback:  6 reviews
Favorited by:  10 people",Toys & Games Games & Puzzles Dice & Tile Games Tile Games,6.0,10.0,https://www.etsy.com/listing/477582681/embossing-company-1910-double-nine,"https://img1.etsystatic.com/127/0/12710732/il_fullxfull.1086627333_ex7j.jpg,https://img1.etsystatic.com/120/0/12710732/il_fullxfull.1086627559_dllj.jpg,https://img0.etsystatic.com/110/0/12710732/il_fullxfull.1040076338_4f4g.jpg,https://img0.etsystatic.com/119/0/12710732/il_fullxfull.1040076596_780q.jpg,https://img0.etsystatic.com/123/0/12710732/il_fullxfull.1040085004_cocy.jpg",,,27
1463,Mission Impossible - N64 Nintendo 64 Retro Game Cartridge UK PAL,"
            Mission Impossible - N64 Nintendo 64 Retro Game Cartridge UK PAL
Nintendo 64 game cartridge, no box or instructions 
Cartridge good condition 
 see pics
adult owner from new        ",9.27,4.6667,"Vintage item
Ships worldwide from  United Kingdom
Feedback:  6 reviews
Favorited by:  30 people",Electronics & Accessories Video Games Nintendo 64 game cartridge,6.0,30.0,https://www.etsy.com/listing/482681111/mission-impossible-n64-nintendo-64-retro,https://img1.etsystatic.com/112/0/12973926/il_fullxfull.1100565943_fryr.jpg,,,27
1478,Donkey Kong Country Snes Super Nintendo,"
            I have a Nice Copy of Donkey Kong Country 1 for Super Nintendo Snes  It is in great shape and works great with no problems.        ",32.99,4.8594,"Vintage item
Ships worldwide from  United States
Feedback:  105 reviews
Favorited by:  65 people",Electronics & Accessories Video Games Donkey Kong Donkey Kong Country,105.0,65.0,https://www.etsy.com/listing/262827771/donkey-kong-country-snes-super-nintendo,"https://img0.etsystatic.com/176/0/10659249/il_fullxfull.1105383750_d46c.jpg,https://img0.etsystatic.com/129/0/10659249/il_fullxfull.960319896_o3nk.jpg,https://img0.etsystatic.com/140/0/10659249/il_fullxfull.960319918_r0kf.jpg,https://img1.etsystatic.com/111/0/10659249/il_fullxfull.1006861861_4um8.jpg",,,27
1760,"BIG SALE***60er Jahre Wanduhr von Diehl dilectron Holzdekor, Messingziffernblatt, Uhrenglas zum öffnen, schöne Form","
            60er Jahre Wanduhr.
Fabrikat: Diehl dilectron 
Holzdekor und Messingziffernblatt. Sekundenzeiger.
Uhrenglas zum öffnen. 
Besonders schöne Form. Seitlich Messingstreben verschraubt.
Original Aufkleber vom Uhrmachermeister.
Made in Germany.
Zustand: gut erhalten.
Maße: unterer Rand: 20,5 cm   oberer Rand: 25cm Höhe: 22,5 cm
***Dear international customers :-) 
If you want to buy a certain item, please ask us in advance about the exact shipping cost to your country,
so we can send the goods in the most economical way as possible as possible.
Please provide us with your details (country etc.)
If you prefer an alternate shipping method or combined shipping or you have any questions about a particular
item you are interested to buy - please feel free and contact us before you purchase.
We will be happy to send you additional information.        ",61.07,1.0,"Vintage item from the 1960s
Ships from  Germany  to  select countries .
Feedback:  6 reviews
Favorited by:  97 people",Home & Living Home Décor Clocks 60er Jahre,6.0,97.0,https://www.etsy.com/listing/236697894/big-sale60er-jahre-wanduhr-von-diehl,"https://img0.etsystatic.com/066/1/11025066/il_fullxfull.792893034_laxp.jpg,https://img1.etsystatic.com/062/1/11025066/il_fullxfull.792654963_hupx.jpg,https://img0.etsystatic.com/065/0/11025066/il_fullxfull.785770504_f708.jpg,https://img0.etsystatic.com/062/0/11025066/il_fullxfull.785770514_fuis.jpg,https://img1.etsystatic.com/061/0/11025066/il_fullxfull.785475873_6jzo.jpg",,,27
1815,Faux Bamboo Mirror- Free Shipping,"
            Fabulous vintage faux bamboo mirror. Unique design! Original creamy white finish (some chipping to the original finish) Great Palm Beach look!
26 1/2"" wide
44"" tall
FREE SHIPPING in the continental US.        ",269.00,5.0,"Vintage item from the 1970s
Materials:  wood, glass, paint, laquer
Ships from  United States  to  select countries .
Feedback:  353 reviews
Favorited by:  54 people",Home & Living Home Décor Mirrors mirror,353.0,54.0,https://www.etsy.com/listing/472394104/faux-bamboo-mirror-free-shipping,"https://img1.etsystatic.com/134/0/6661833/il_fullxfull.1110261987_st0w.jpg,https://img0.etsystatic.com/127/0/6661833/il_fullxfull.1063680372_j6sq.jpg,https://img0.etsystatic.com/114/0/6661833/il_fullxfull.1063680506_bq1z.jpg",,,27
1829,Big white round mirror 1970 Vintage,"
            Large mirror round vintage 1970s white plastic
Large size = 67 cm diameter / thickness = 4cm
good condition, slight trace around the edge of the mirror
🚚 Shipping Information:
-Standard shipping by Mondial Relay (send me a phone number and the chosen relay point)
-Withdrawal possible and free on-site (Bordeaux centre 33000 /place Pey Berland or street Jewish). Contact me for the address says.
-Possibility of consolidation of shipments for multiple purchases
-International shipping
☞ For more furniture and decoration vintage, visit the AntiqueFilling store: 
https://www.etsy.com/fr/shop/AntiqueFilling?ref=hdr_shop_menu!
        ",88.83,5.0,"Vintage item from the 1970s
Primary color: White
Secondary color: White
Ships from  France  to  select countries .
Feedback:  8 reviews
Favorited by:  58 people",Home & Living Home Décor Mirrors mirror,8.0,58.0,https://www.etsy.com/listing/492918892/big-white-round-mirror-1970-vintage,"https://img1.etsystatic.com/161/0/13710716/il_fullxfull.1172088521_c083.jpg,https://img1.etsystatic.com/160/0/13710716/il_fullxfull.1172088839_ifj0.jpg,https://img1.etsystatic.com/150/0/13710716/il_fullxfull.1172088419_m0pn.jpg,https://img0.etsystatic.com/161/0/13710716/il_fullxfull.1125486120_n33v.jpg,https://img1.etsystatic.com/155/0/13710716/il_fullxfull.1172092909_apmp.jpg",,,27
1948,Flatware by GRANTCREST  in  pattern (3 pieces) Silverware Vintage Stainless BIN 11,"
            Simple pattern with bold lines down the handle. 
2 Forks (7 1/2"") 
1 Tablespoon (7 1/4"") 
These pieces are vintage and show some wear and tear. They are in usable condition and ready to grace your table today.
Convo me to ship internationally, buy wholesale, combine shipping or create a custom order.
BIN 11        ",5.97,4.9412,"Vintage item
Materials:  stainless steel, stainless
Only ships within  United States .
Feedback:  334 reviews
Favorited by:  65 people",Home & Living Kitchen & Dining Dining & Serving Flatware & Silverware,334.0,65.0,https://www.etsy.com/listing/191363176/flatware-by-grantcrest-in-pattern-3,"https://img1.etsystatic.com/030/0/6072896/il_fullxfull.609318171_bjaq.jpg,https://img0.etsystatic.com/044/0/6072896/il_fullxfull.609207958_1uju.jpg,https://img0.etsystatic.com/043/0/6072896/il_fullxfull.609207956_2wul.jpg,https://img1.etsystatic.com/038/0/6072896/il_fullxfull.609318227_9d4r.jpg",,,27
